timestamp_lsl,timestamp_iso,TP9,AF7,AF8,TP10
1781532874.314429,2026-06-15T21:14:34.748,-24.4140625,-409.66796875,-212.40234375,5.37109375
1781532874.318329,2026-06-15T21:14:34.748,-33.69140625,-606.4453125,-301.26953125,-93.75
1781532874.322229,2026-06-15T21:14:34.748,-43.9453125,-787.109375,-337.890625,-137.20703125
1781532874.326128,2026-06-15T21:14:34.748,-25.87890625,-711.9140625,-280.76171875,-47.36328125
1781532874.330028,2026-06-15T21:14:34.748,12.20703125,-711.9140625,-215.8203125,83.0078125
1781532874.333928,2026-06-15T21:14:34.748,7.8125,-645.5078125,-172.36328125,59.08203125
1781532874.337828,2026-06-15T21:14:34.748,-25.390625,-292.48046875,-161.1328125,-63.96484375
1781532874.341727,2026-06-15T21:14:34.748,-39.55078125,-400.87890625,-272.94921875,-117.67578125
1781532874.345703,2026-06-15T21:14:34.748,-17.08984375,-571.77734375,-287.59765625,-39.55078125
1781532874.349603,2026-06-15T21:14:34.748,10.7421875,-202.1484375,-53.7109375,75.1953125
1781532874.353503,2026-06-15T21:14:34.748,-0.48828125,-57.6171875,4.8828125,55.6640625
1781532874.357402,2026-06-15T21:14:34.748,-30.2734375,-379.39453125,-183.10546875,-68.84765625
1781532874.361302,2026-06-15T21:14:34.748,-32.71484375,-606.93359375,-341.796875,-126.46484375
1781532874.365202,2026-06-15T21:14:34.748,-13.18359375,-616.2109375,-307.6171875,-60.05859375
1781532874.369102,2026-06-15T21:14:34.748,7.32421875,-430.6640625,-155.76171875,57.6171875
1781532874.373001,2026-06-15T21:14:34.748,6.34765625,-523.92578125,-272.94921875,65.4296875
1781532874.376901,2026-06-15T21:14:34.748,-12.6953125,-930.17578125,-449.70703125,-35.64453125
1781532874.380801,2026-06-15T21:14:34.748,-30.76171875,-549.8046875,-210.44921875,-116.69921875
1781532874.384701,2026-06-15T21:14:34.748,-30.76171875,-286.62109375,-193.359375,-78.61328125
1781532874.388600,2026-06-15T21:14:34.748,-15.13671875,-472.16796875,-223.14453125,45.8984375
1781532874.392570,2026-06-15T21:14:34.748,-9.765625,-542.48046875,-162.109375,73.2421875
1781532874.396469,2026-06-15T21:14:34.748,-22.4609375,-291.015625,-88.37890625,-37.109375
1781532874.400369,2026-06-15T21:14:34.748,-32.2265625,-289.0625,-197.265625,-120.60546875
1781532874.404269,2026-06-15T21:14:34.748,-33.69140625,-526.3671875,-300.29296875,-93.26171875
1781532874.408169,2026-06-15T21:14:34.748,-11.71875,-354.4921875,-123.046875,27.83203125
1781532874.412068,2026-06-15T21:14:34.748,2.9296875,-270.99609375,-83.49609375,84.9609375
1781532874.415968,2026-06-15T21:14:34.748,-13.671875,-483.3984375,-209.47265625,-19.53125
1781532874.419868,2026-06-15T21:14:34.748,-17.578125,-868.1640625,-477.05078125,-99.12109375
1781532874.423768,2026-06-15T21:14:34.748,-14.16015625,-803.22265625,-445.80078125,-89.35546875
1781532874.427667,2026-06-15T21:14:34.748,6.34765625,-156.25,-59.08203125,21.97265625
